Shell IS , IS 2JJ , IS eigenvalue , Shell FS , FS 2JJ , FS eigenvalue , transition energy [eV] , rate [s-1] 
 1s ,7,1, 3p ,5,6,8.90E+03,4445830000000
 1s ,7,1, 3p ,3,5,8.90E+03,155394
 1s ,7,1, 3p ,5,5,8.90E+03,15591500000000
 1s ,7,1, 3p ,5,4,8.90E+03,3071150000000
 1s ,7,1, 3p ,7,3,8.90E+03,8726060000000
 1s ,7,1, 3p ,3,4,8.90E+03,165168000
 1s ,7,1, 3p ,1,3,0,0
 1s ,7,1, 3p ,3,3,8.90E+03,825744000
 1s ,7,1, 3p ,5,3,8.90E+03,2296300000000
 1s ,7,1, 3p ,3,2,8.90E+03,123210000
 1s ,7,1, 3p ,5,2,8.90E+03,1870210000000
 1s ,7,1, 3p ,1,2,0,0
 1s ,7,1, 3p ,7,2,8.90E+03,8578790000000
 1s ,7,1, 3p ,7,1,8.90E+03,6684080000000
 1s ,7,1, 3p ,5,1,8.90E+03,1123580000000
 1s ,7,1, 3p ,9,1,8.90E+03,50931000000000
 1s ,7,1, 3p ,3,1,8.90E+03,38292800
 1s ,7,1, 3p ,1,1,0,0
 1s ,7,1, 3d ,1,4,8.97E+03,2693.28
 1s ,7,1, 3d ,5,8,8.98E+03,185401000
 1s ,7,1, 3d ,1,6,8.98E+03,112484
 1s ,7,1, 3d ,3,8,8.98E+03,64894300
 1s ,7,1, 3d ,7,7,8.98E+03,756475000
 1s ,7,1, 3d ,5,7,8.98E+03,207188000
 1s ,7,1, 3d ,7,6,8.98E+03,17415.5
 1s ,7,1, 3d ,1,5,8.98E+03,15172.5
 1s ,7,1, 3d ,3,7,8.98E+03,37656400
 1s ,7,1, 3d ,5,6,8.98E+03,4176590000
 1s ,7,1, 3d ,3,6,8.98E+03,202387000
 1s ,7,1, 3d ,7,5,8.98E+03,4192400000
 1s ,7,1, 3d ,5,5,8.98E+03,2904060000
 1s ,7,1, 3d ,3,5,8.98E+03,7023910000
 1s ,7,1, 3d ,1,3,8.98E+03,80577.3
 1s ,7,1, 3d ,7,4,8.98E+03,6812510000
 1s ,7,1, 3d ,5,4,8.98E+03,1294480000
 1s ,7,1, 3d ,3,4,8.98E+03,257607000
 1s ,7,1, 3d ,5,3,8.98E+03,5642100000
 1s ,7,1, 3d ,9,3,8.98E+03,11311800000
 1s ,7,1, 3d ,3,3,8.98E+03,2677010000
 1s ,7,1, 3d ,7,3,8.98E+03,3767080000
 1s ,7,1, 3d ,1,2,8.98E+03,132113
 1s ,7,1, 3d ,7,2,8.98E+03,3223150000
 1s ,7,1, 3d ,5,2,8.98E+03,1203550000
 1s ,7,1, 3d ,1,1,8.98E+03,9191.96
 1s ,7,1, 3d ,9,2,8.98E+03,10463300000
 1s ,7,1, 3d ,3,2,8.98E+03,246942000
 1s ,7,1, 3d ,9,1,8.98E+03,2544840000
 1s ,7,1, 3d ,7,1,8.98E+03,2230040000
 1s ,7,1, 3d ,5,1,8.98E+03,466474000
 1s ,7,1, 3d ,11,1,8.98E+03,30462700000
 1s ,7,1, 3d ,3,1,8.98E+03,102768000
 1s ,7,1, 4s ,5,1,8.98E+03,5841570
 1s ,7,1, 4s ,3,1,0,0
 1s ,7,1, 4d ,1,1,8.98E+03,3786.75
 1s ,5,1, 1s ,3,1,1.78E-04,1.0902E-10
 1s ,5,1, 1s ,1,1,2.79E-04,2.58511E-18
 1s ,5,1, 2s ,5,3,7.88E+03,78839700
 1s ,5,1, 2s ,3,3,7.88E+03,88341000
 1s ,5,1, 2s ,3,2,7.88E+03,43750400
 1s ,5,1, 2s ,5,2,7.88E+03,49518900
 1s ,5,1, 2s ,7,1,7.88E+03,126979000
 1s ,5,1, 2s ,5,1,7.88E+03,138384000
 1s ,5,1, 2s ,3,1,7.88E+03,157743000
 1s ,5,1, 2s ,1,1,7.88E+03,374.641
 1s ,5,1, 2p ,1,4,8.03E+03,16457.9
 1s ,5,1, 2p ,3,7,8.03E+03,2547580000000
 1s ,5,1, 2p ,5,7,8.03E+03,4340360000000
 1s ,5,1, 2p ,3,6,8.03E+03,68973000000000
 1s ,5,1, 2p ,7,4,8.03E+03,51992900000000
 1s ,5,1, 2p ,5,6,8.03E+03,56743500000000
 1s ,5,1, 2p ,3,5,8.03E+03,59068300000000
 1s ,5,1, 2p ,5,5,8.03E+03,70478400000000
 1s ,5,1, 2p ,5,4,8.05E+03,13847400000000
 1s ,5,1, 2p ,3,4,8.05E+03,19361600000000
 1s ,5,1, 2p ,7,3,8.05E+03,13653600000000
 1s ,5,1, 2p ,1,3,8.05E+03,1074810000
 1s ,5,1, 2p ,3,3,8.05E+03,9269880000000
 1s ,5,1, 2p ,5,3,8.05E+03,10029000000000
 1s ,5,1, 2p ,1,2,8.05E+03,2087350000
 1s ,5,1, 2p ,3,2,8.05E+03,32324300000000
 1s ,5,1, 2p ,5,2,8.05E+03,30147300000000
 1s ,5,1, 2p ,7,2,8.05E+03,23854200000000
 1s ,5,1, 2p ,7,1,8.05E+03,323255000000000
 1s ,5,1, 2p ,5,1,8.05E+03,126104000000000
 1s ,5,1, 2p ,9,1,8.05E+03,3545990000
 1s ,5,1, 2p ,3,1,8.05E+03,20095700000000
 1s ,5,1, 2p ,1,1,8.05E+03,397351000
 1s ,5,1, 3d ,9,4,8.81E+03,4626.42
 1s ,5,1, 3s ,5,3,8.85E+03,20929100
 1s ,5,1, 3s ,3,3,8.85E+03,19567400
 1s ,5,1, 3s ,3,2,8.85E+03,8296680
 1s ,5,1, 3s ,5,2,8.85E+03,9494820
 1s ,5,1, 3s ,7,1,8.85E+03,25403800
 1s ,5,1, 3s ,5,1,8.85E+03,27679900
 1s ,5,1, 3s ,3,1,8.85E+03,31574400
 1s ,5,1, 3s ,1,1,8.85E+03,9.4484
 1s ,5,1, 3p ,7,4,8.90E+03,6035070000000
 1s ,5,1, 3p ,1,4,8.90E+03,590756
 1s ,5,1, 3p ,3,7,8.90E+03,657345000000
 1s ,5,1, 3p ,5,7,8.90E+03,1181960000000
 1s ,5,1, 3p ,3,6,8.90E+03,8353880000000
 1s ,5,1, 3p ,5,6,8.90E+03,6793930000000
 1s ,5,1, 3p ,3,5,8.90E+03,7087820000000
 1s ,5,1, 3p ,5,5,8.90E+03,8390040000000
 1s ,5,1, 3p ,5,4,8.90E+03,3065780000000
 1s ,5,1, 3p ,7,3,8.90E+03,2225070000000
 1s ,5,1, 3p ,3,4,8.90E+03,4377700000000
 1s ,5,1, 3p ,1,3,8.90E+03,315435000
 1s ,5,1, 3p ,3,3,8.90E+03,2004630000000
 1s ,5,1, 3p ,5,3,8.90E+03,2009380000000
 1s ,5,1, 3p ,3,2,8.90E+03,2637700000000
 1s ,5,1, 3p ,5,2,8.90E+03,2230990000000
 1s ,5,1, 3p ,1,2,8.90E+03,213736000
 1s ,5,1, 3p ,7,2,8.90E+03,595042000000
 1s ,5,1, 3p ,7,1,8.90E+03,44668700000000
 1s ,5,1, 3p ,5,1,8.90E+03,17308200000000
 1s ,5,1, 3p ,9,1,8.90E+03,577365000
 1s ,5,1, 3p ,3,1,8.90E+03,3232030000000
 1s ,5,1, 3p ,1,1,8.90E+03,77854000
 1s ,5,1, 3d ,1,4,8.97E+03,41269300
 1s ,5,1, 3d ,5,8,8.98E+03,37785800
 1s ,5,1, 3d ,1,6,8.98E+03,206792000
 1s ,5,1, 3d ,3,8,8.98E+03,26475300
 1s ,5,1, 3d ,7,7,8.98E+03,28461600
 1s ,5,1, 3d ,5,7,8.98E+03,498290000
 1s ,5,1, 3d ,7,6,8.98E+03,558075000
 1s ,5,1, 3d ,1,5,8.98E+03,4853170
 1s ,5,1, 3d ,3,7,8.98E+03,389810000
 1s ,5,1, 3d ,5,6,8.98E+03,548379000
 1s ,5,1, 3d ,3,6,8.98E+03,2524390000
 1s ,5,1, 3d ,7,5,8.98E+03,4728300000
 1s ,5,1, 3d ,5,5,8.98E+03,7247680000
 1s ,5,1, 3d ,3,5,8.98E+03,3177740000
 1s ,5,1, 3d ,1,3,8.98E+03,818539000
 1s ,5,1, 3d ,7,4,8.98E+03,726331000
 1s ,5,1, 3d ,5,4,8.98E+03,4796630000
 1s ,5,1, 3d ,3,4,8.98E+03,538807000
 1s ,5,1, 3d ,5,3,8.98E+03,4028490
 1s ,5,1, 3d ,9,3,8.98E+03,5673960000
 1s ,5,1, 3d ,3,3,8.98E+03,3217940000
 1s ,5,1, 3d ,7,3,8.98E+03,7506940000
 1s ,5,1, 3d ,1,2,8.98E+03,3369650000
 1s ,5,1, 3d ,7,2,8.98E+03,1138690000
 1s ,5,1, 3d ,5,2,8.98E+03,2638800000
 1s ,5,1, 3d ,1,1,8.98E+03,527334000
 1s ,5,1, 3d ,9,2,8.98E+03,107773000
 1s ,5,1, 3d ,3,2,8.98E+03,2087800000
 1s ,5,1, 3d ,9,1,8.98E+03,28459900000
 1s ,5,1, 3d ,7,1,8.98E+03,12922900000
 1s ,5,1, 3d ,5,1,8.98E+03,5372980000
 1s ,5,1, 3d ,11,1,8.98E+03,438513
 1s ,5,1, 3d ,3,1,8.98E+03,1370760000
 1s ,5,1, 4s ,5,1,8.98E+03,3077800
 1s ,5,1, 4s ,3,1,8.98E+03,2763650
 1s ,5,1, 4d ,1,1,8.98E+03,982.66
 1s ,3,1, 1s ,1,1,1.01E-04,2.13811E-11
 1s ,3,1, 2s ,5,3,7.88E+03,25950500
 1s ,3,1, 2s ,3,3,7.88E+03,156652000
 1s ,3,1, 2s ,3,2,7.88E+03,72752500
 1s ,3,1, 2s ,5,2,7.88E+03,18612700
 1s ,3,1, 2s ,7,1,7.88E+03,19209.3
 1s ,3,1, 2s ,5,1,7.88E+03,236128000
 1s ,3,1, 2s ,3,1,7.88E+03,17677300
 1s ,3,1, 2s ,1,1,7.88E+03,170170000
 1s ,3,1, 2p ,1,4,8.03E+03,69449500000000
 1s ,3,1, 2p ,3,7,8.03E+03,7421280000000
 1s ,3,1, 2p ,5,7,8.03E+03,1416190000000
 1s ,3,1, 2p ,3,6,8.03E+03,5430260000000
 1s ,3,1, 2p ,7,4,8.03E+03,19407
 1s ,3,1, 2p ,5,6,8.03E+03,96784900000000
 1s ,3,1, 2p ,3,5,8.03E+03,107929000000000
 1s ,3,1, 2p ,5,5,8.03E+03,26308600000000
 1s ,3,1, 2p ,5,4,8.05E+03,24733200000000
 1s ,3,1, 2p ,3,4,8.05E+03,1148490000000
 1s ,3,1, 2p ,7,3,8.05E+03,1192260000
 1s ,3,1, 2p ,1,3,8.05E+03,18214900000000
 1s ,3,1, 2p ,3,3,8.05E+03,13299300000000
 1s ,3,1, 2p ,5,3,8.05E+03,3043460000000
 1s ,3,1, 2p ,1,2,8.05E+03,33663300000000
 1s ,3,1, 2p ,3,2,8.05E+03,2867410000000
 1s ,3,1, 2p ,5,2,8.05E+03,55126300000000
 1s ,3,1, 2p ,7,2,8.05E+03,2297190000
 1s ,3,1, 2p ,7,1,8.05E+03,5766230000
 1s ,3,1, 2p ,5,1,8.05E+03,255275000000000
 1s ,3,1, 2p ,9,1,0,0
 1s ,3,1, 2p ,3,1,8.05E+03,172182000000000
 1s ,3,1, 2p ,1,1,8.05E+03,32184600000000
 1s ,3,1, 3d ,9,4,8.81E+03,4.86439
 1s ,3,1, 3s ,5,3,8.85E+03,7275130
 1s ,3,1, 3s ,3,3,8.85E+03,34243200
 1s ,3,1, 3s ,3,2,8.85E+03,13952600
 1s ,3,1, 3s ,5,2,8.85E+03,3548530
 1s ,3,1, 3s ,7,1,8.85E+03,278.352
 1s ,3,1, 3s ,5,1,8.85E+03,47233700
 1s ,3,1, 3s ,3,1,8.85E+03,3533970
 1s ,3,1, 3s ,1,1,8.85E+03,34051200
 1s ,3,1, 3p ,7,4,8.90E+03,2012580
 1s ,3,1, 3p ,1,4,8.90E+03,8721040000000
 1s ,3,1, 3p ,3,7,8.90E+03,2203150000000
 1s ,3,1, 3p ,5,7,8.90E+03,355600000000
 1s ,3,1, 3p ,3,6,8.90E+03,534280000000
 1s ,3,1, 3p ,5,6,8.90E+03,11548500000000
 1s ,3,1, 3p ,3,5,8.90E+03,12757400000000
 1s ,3,1, 3p ,5,5,8.90E+03,3008080000000
 1s ,3,1, 3p ,5,4,8.90E+03,6117730000000
 1s ,3,1, 3p ,7,3,8.90E+03,226936000
 1s ,3,1, 3p ,3,4,8.90E+03,378029000000
 1s ,3,1, 3p ,1,3,8.90E+03,5251290000000
 1s ,3,1, 3p ,3,3,8.90E+03,1944360000000
 1s ,3,1, 3p ,5,3,8.90E+03,701293000000
 1s ,3,1, 3p ,3,2,8.90E+03,30185800000
 1s ,3,1, 3p ,5,2,8.90E+03,6276990000000
 1s ,3,1, 3p ,1,2,8.90E+03,2806210000000
 1s ,3,1, 3p ,7,2,8.90E+03,154881000
 1s ,3,1, 3p ,7,1,8.90E+03,1028940000
 1s ,3,1, 3p ,5,1,8.90E+03,32776600000000
 1s ,3,1, 3p ,9,1,0,0
 1s ,3,1, 3p ,3,1,8.90E+03,23087400000000
 1s ,3,1, 3p ,1,1,8.90E+03,4717620000000
 1s ,3,1, 3d ,1,4,8.97E+03,1078880000
 1s ,3,1, 3d ,5,8,8.98E+03,115223000
 1s ,3,1, 3d ,1,6,8.98E+03,10810000
 1s ,3,1, 3d ,3,8,8.98E+03,344268000
 1s ,3,1, 3d ,7,7,8.98E+03,100832000
 1s ,3,1, 3d ,5,7,8.98E+03,40981400
 1s ,3,1, 3d ,7,6,8.98E+03,1046840000
 1s ,3,1, 3d ,1,5,8.98E+03,444597000
 1s ,3,1, 3d ,3,7,8.98E+03,155882000
 1s ,3,1, 3d ,5,6,8.98E+03,914799000
 1s ,3,1, 3d ,3,6,8.98E+03,4706420000
 1s ,3,1, 3d ,7,5,8.98E+03,2181710000
 1s ,3,1, 3d ,5,5,8.98E+03,9530990000
 1s ,3,1, 3d ,3,5,8.98E+03,721203000
 1s ,3,1, 3d ,1,3,8.98E+03,4635870000
 1s ,3,1, 3d ,7,4,8.98E+03,8181580000
 1s ,3,1, 3d ,5,4,8.98E+03,50857900
 1s ,3,1, 3d ,3,4,8.98E+03,6228640000
 1s ,3,1, 3d ,5,3,8.98E+03,3963760000
 1s ,3,1, 3d ,9,3,8.98E+03,111394
 1s ,3,1, 3d ,3,3,8.98E+03,1599240000
 1s ,3,1, 3d ,7,3,8.98E+03,4422610000
 1s ,3,1, 3d ,1,2,8.98E+03,970945000
 1s ,3,1, 3d ,7,2,8.98E+03,8215270000
 1s ,3,1, 3d ,5,2,8.98E+03,633025000
 1s ,3,1, 3d ,1,1,8.98E+03,3407690000
 1s ,3,1, 3d ,9,2,8.98E+03,72935.4
 1s ,3,1, 3d ,3,2,8.98E+03,597528000
 1s ,3,1, 3d ,9,1,8.98E+03,899088
 1s ,3,1, 3d ,7,1,8.98E+03,16734200000
 1s ,3,1, 3d ,5,1,8.98E+03,15584400000
 1s ,3,1, 3d ,11,1,0,0
 1s ,3,1, 3d ,3,1,8.98E+03,7647180000
 1s ,3,1, 4s ,5,1,8.98E+03,1145040
 1s ,3,1, 4s ,3,1,8.98E+03,4696350
 1s ,3,1, 4d ,1,1,8.98E+03,440.161
 1s ,1,1, 2s ,5,3,7.88E+03,15.1958
 1s ,1,1, 2s ,3,3,7.88E+03,199816000
 1s ,1,1, 2s ,3,2,7.88E+03,89244200
 1s ,1,1, 2s ,5,2,7.88E+03,0.268445
 1s ,1,1, 2s ,7,1,7.88E+03,26516.5
 1s ,1,1, 2s ,5,1,7.88E+03,1156.03
 1s ,1,1, 2s ,3,1,7.88E+03,339927000
 1s ,1,1, 2s ,1,1,7.88E+03,84558200
 1s ,1,1, 2p ,1,4,8.03E+03,34519100000000
 1s ,1,1, 2p ,3,7,8.03E+03,12009500000000
 1s ,1,1, 2p ,5,7,8.03E+03,51545.6
 1s ,1,1, 2p ,3,6,8.03E+03,129816000000000
 1s ,1,1, 2p ,7,4,0,0
 1s ,1,1, 2p ,5,6,8.03E+03,51763.8
 1s ,1,1, 2p ,3,5,8.03E+03,139953000000000
 1s ,1,1, 2p ,5,5,8.03E+03,7270.83
 1s ,1,1, 2p ,5,4,8.05E+03,2855290000
 1s ,1,1, 2p ,3,4,8.05E+03,33512000000000
 1s ,1,1, 2p ,7,3,0,0
 1s ,1,1, 2p ,1,3,8.05E+03,9824760000000
 1s ,1,1, 2p ,3,3,8.05E+03,13193200000000
 1s ,1,1, 2p ,5,3,8.05E+03,6669370000
 1s ,1,1, 2p ,1,2,8.05E+03,25663400000000
 1s ,1,1, 2p ,3,2,8.05E+03,86418100000000
 1s ,1,1, 2p ,5,2,8.05E+03,6868450000
 1s ,1,1, 2p ,7,2,0,0
 1s ,1,1, 2p ,7,1,0,0
 1s ,1,1, 2p ,5,1,8.05E+03,6354540000
 1s ,1,1, 2p ,9,1,0,0
 1s ,1,1, 2p ,3,1,8.05E+03,206103000000000
 1s ,1,1, 2p ,1,1,8.05E+03,241098000000000
 1s ,1,1, 3d ,9,4,0,0
 1s ,1,1, 3s ,5,3,8.85E+03,0.348819
 1s ,1,1, 3s ,3,3,8.85E+03,43343700
 1s ,1,1, 3s ,3,2,8.85E+03,17231800
 1s ,1,1, 3s ,5,2,8.85E+03,0.00268104
 1s ,1,1, 3s ,7,1,8.85E+03,381.703
 1s ,1,1, 3s ,5,1,8.85E+03,29.1873
 1s ,1,1, 3s ,3,1,8.85E+03,67993600
 1s ,1,1, 3s ,1,1,8.85E+03,16918500
 1s ,1,1, 3p ,7,4,0,0
 1s ,1,1, 3p ,1,4,8.90E+03,4163440000000
 1s ,1,1, 3p ,3,7,8.90E+03,3735750000000
 1s ,1,1, 3p ,5,7,8.90E+03,5959930
 1s ,1,1, 3p ,3,6,8.90E+03,14922400000000
 1s ,1,1, 3p ,5,6,8.90E+03,6283960
 1s ,1,1, 3p ,3,5,8.90E+03,16116700000000
 1s ,1,1, 3p ,5,5,8.90E+03,302277
 1s ,1,1, 3p ,5,4,8.90E+03,619678000
 1s ,1,1, 3p ,7,3,0,0
 1s ,1,1, 3p ,3,4,8.90E+03,9706470000000
 1s ,1,1, 3p ,1,3,8.90E+03,2690710000000
 1s ,1,1, 3p ,3,3,8.90E+03,1147580000000
 1s ,1,1, 3p ,5,3,8.90E+03,1194760000
 1s ,1,1, 3p ,3,2,8.90E+03,9235770000000
 1s ,1,1, 3p ,5,2,8.90E+03,829465000
 1s ,1,1, 3p ,1,2,8.90E+03,2477430000000
 1s ,1,1, 3p ,7,2,0,0
 1s ,1,1, 3p ,7,1,0,0
 1s ,1,1, 3p ,5,1,8.90E+03,963287000
 1s ,1,1, 3p ,9,1,0,0
 1s ,1,1, 3p ,3,1,8.90E+03,25036300000000
 1s ,1,1, 3p ,1,1,8.90E+03,31177400000000
 1s ,1,1, 3d ,1,4,8.97E+03,52290.3
 1s ,1,1, 3d ,5,8,8.98E+03,677653000
 1s ,1,1, 3d ,1,6,8.98E+03,12501
 1s ,1,1, 3d ,3,8,8.98E+03,246939000
 1s ,1,1, 3d ,7,7,8.98E+03,14700.1
 1s ,1,1, 3d ,5,7,8.98E+03,845215000
 1s ,1,1, 3d ,7,6,8.98E+03,616608
 1s ,1,1, 3d ,1,5,8.98E+03,91146
 1s ,1,1, 3d ,3,7,8.98E+03,497718000
 1s ,1,1, 3d ,5,6,8.98E+03,4784750000
 1s ,1,1, 3d ,3,6,8.98E+03,1990220000
 1s ,1,1, 3d ,7,5,8.98E+03,15528.8
 1s ,1,1, 3d ,5,5,8.98E+03,9471040000
 1s ,1,1, 3d ,3,5,8.98E+03,129629000
 1s ,1,1, 3d ,1,3,8.98E+03,41942.3
 1s ,1,1, 3d ,7,4,8.98E+03,125041
 1s ,1,1, 3d ,5,4,8.98E+03,15668700000
 1s ,1,1, 3d ,3,4,8.98E+03,9008230000
 1s ,1,1, 3d ,5,3,8.98E+03,7524930000
 1s ,1,1, 3d ,9,3,0,0
 1s ,1,1, 3d ,3,3,8.98E+03,4211150
 1s ,1,1, 3d ,7,3,8.98E+03,786578
 1s ,1,1, 3d ,1,2,8.98E+03,20213.6
 1s ,1,1, 3d ,7,2,8.98E+03,853938
 1s ,1,1, 3d ,5,2,8.98E+03,9780970000
 1s ,1,1, 3d ,1,1,8.98E+03,2514.15
 1s ,1,1, 3d ,9,2,0,0
 1s ,1,1, 3d ,3,2,8.98E+03,7408040000
 1s ,1,1, 3d ,9,1,0,0
 1s ,1,1, 3d ,7,1,8.98E+03,638621
 1s ,1,1, 3d ,5,1,8.98E+03,11459400000
 1s ,1,1, 3d ,11,1,0,0
 1s ,1,1, 3d ,3,1,8.98E+03,20387000000
 1s ,1,1, 4s ,5,1,0,0
 1s ,1,1, 4s ,3,1,8.98E+03,5841350
 1s ,1,1, 4d ,1,1,8.98E+03,763.26
 2s ,5,3, 2s ,3,3,6.93E-03,1.84949E-06
 2s ,5,3, 2s ,3,2,1.34E-01,0.000835096
 2s ,5,3, 2s ,5,2,1.34E-01,0.0273844
 2s ,5,3, 2s ,7,1,1.76E-01,0.000111237
 2s ,5,3, 2s ,5,1,1.76E-01,0.00194397
 2s ,5,3, 2s ,3,1,1.76E-01,0.000164548
 2s ,5,3, 2s ,1,1,1.76E-01,2.09893E-07
 2s ,5,3, 2p ,1,4,1.47E+02,0.000105252
 2s ,5,3, 2p ,3,7,1.47E+02,14702300000
 2s ,5,3, 2p ,5,7,1.47E+02,14019300000
 2s ,5,3, 2p ,3,6,1.48E+02,1341830000
 2s ,5,3, 2p ,7,4,1.48E+02,15302000000
 2s ,5,3, 2p ,5,6,1.48E+02,5166990000
 2s ,5,3, 2p ,3,5,1.48E+02,53724500
 2s ,5,3, 2p ,5,5,1.48E+02,242301000
 2s ,5,3, 2p ,5,4,1.68E+02,33616500000
 2s ,5,3, 2p ,3,4,1.68E+02,10315100000
 2s ,5,3, 2p ,7,3,1.68E+02,77275000000
 2s ,5,3, 2p ,1,3,1.68E+02,88.5111
 2s ,5,3, 2p ,3,3,1.68E+02,18134900000
 2s ,5,3, 2p ,5,3,1.68E+02,13626700000
 2s ,5,3, 2p ,1,2,1.68E+02,191.375
 2s ,5,3, 2p ,3,2,1.68E+02,1789770
 2s ,5,3, 2p ,5,2,1.68E+02,84047000
 2s ,5,3, 2p ,7,2,1.68E+02,67405800
 2s ,5,3, 2p ,7,1,1.68E+02,72909100
 2s ,5,3, 2p ,5,1,1.68E+02,70855100
 2s ,5,3, 2p ,9,1,1.68E+02,685.408
 2s ,5,3, 2p ,3,1,1.68E+02,15974200
 2s ,5,3, 2p ,1,1,1.68E+02,5.09972
 2s ,5,3, 3d ,9,4,9.31E+02,88925.4
 2s ,5,3, 3s ,5,3,9.74E+02,18727100000
 2s ,5,3, 3s ,3,3,9.74E+02,5680570000
 2s ,5,3, 3s ,3,2,9.75E+02,390428000
 2s ,5,3, 3s ,5,2,9.75E+02,1286100000
 2s ,5,3, 3s ,7,1,9.75E+02,13280500
 2s ,5,3, 3s ,5,1,9.75E+02,3980570
 2s ,5,3, 3s ,3,1,9.75E+02,10938000
 2s ,5,3, 3s ,1,1,9.75E+02,2899000
 2s ,5,3, 3p ,7,4,1.02E+03,1306950000000
 2s ,5,3, 3p ,1,4,1.02E+03,1473.53
 2s ,5,3, 3p ,3,7,1.02E+03,989351000000
 2s ,5,3, 3p ,5,7,1.02E+03,1025760000000
 2s ,5,3, 3p ,3,6,1.02E+03,160344000000
 2s ,5,3, 3p ,5,6,1.02E+03,448430000000
 2s ,5,3, 3p ,3,5,1.02E+03,6249900000
 2s ,5,3, 3p ,5,5,1.02E+03,449667000
 2s ,5,3, 3p ,5,4,1.02E+03,1343920000000
 2s ,5,3, 3p ,7,3,1.02E+03,2898210000000
 2s ,5,3, 3p ,3,4,1.02E+03,326771000000
 2s ,5,3, 3p ,1,3,1.02E+03,33362.7
 2s ,5,3, 3p ,3,3,1.02E+03,807741000000
 2s ,5,3, 3p ,5,3,1.02E+03,413213000000
 2s ,5,3, 3p ,3,2,1.02E+03,8013670000
 2s ,5,3, 3p ,5,2,1.02E+03,30291400000
 2s ,5,3, 3p ,1,2,1.02E+03,382143
 2s ,5,3, 3p ,7,2,1.02E+03,103744000000
 2s ,5,3, 3p ,7,1,1.02E+03,6043880000
 2s ,5,3, 3p ,5,1,1.02E+03,2498530000
 2s ,5,3, 3p ,9,1,1.02E+03,1137870
 2s ,5,3, 3p ,3,1,1.02E+03,572590000
 2s ,5,3, 3p ,1,1,1.02E+03,14612.3
 2s ,5,3, 3d ,1,4,1.09E+03,1612250000
 2s ,5,3, 3d ,5,8,1.10E+03,10290700000
 2s ,5,3, 3d ,1,6,1.10E+03,6277870000
 2s ,5,3, 3d ,3,8,1.10E+03,8551800000
 2s ,5,3, 3d ,7,7,1.10E+03,25749100000
 2s ,5,3, 3d ,5,7,1.10E+03,9686820000
 2s ,5,3, 3d ,7,6,1.10E+03,23865300
 2s ,5,3, 3d ,1,5,1.10E+03,1381000000
 2s ,5,3, 3d ,3,7,1.10E+03,4798140000
 2s ,5,3, 3d ,5,6,1.10E+03,261248
 2s ,5,3, 3d ,3,6,1.10E+03,11099100
 2s ,5,3, 3d ,7,5,1.10E+03,14186900
 2s ,5,3, 3d ,5,5,1.10E+03,2524020
 2s ,5,3, 3d ,3,5,1.10E+03,16596200
 2s ,5,3, 3d ,1,3,1.10E+03,56811200
 2s ,5,3, 3d ,7,4,1.10E+03,1868250000
 2s ,5,3, 3d ,5,4,1.10E+03,631550000
 2s ,5,3, 3d ,3,4,1.10E+03,5088220
 2s ,5,3, 3d ,5,3,1.10E+03,753296000
 2s ,5,3, 3d ,9,3,1.10E+03,3087310000
 2s ,5,3, 3d ,3,3,1.10E+03,704310000
 2s ,5,3, 3d ,7,3,1.10E+03,129835000
 2s ,5,3, 3d ,1,2,1.10E+03,267998000
 2s ,5,3, 3d ,7,2,1.10E+03,22568800
 2s ,5,3, 3d ,5,2,1.10E+03,5511810
 2s ,5,3, 3d ,1,1,1.10E+03,3354550
 2s ,5,3, 3d ,9,2,1.10E+03,70480500
 2s ,5,3, 3d ,3,2,1.10E+03,259494
 2s ,5,3, 3d ,9,1,1.10E+03,7307380
 2s ,5,3, 3d ,7,1,1.10E+03,8348410
 2s ,5,3, 3d ,5,1,1.10E+03,4986610
 2s ,5,3, 3d ,11,1,1.10E+03,16471.5
 2s ,5,3, 3d ,3,1,1.10E+03,4593270
 2s ,5,3, 4s ,5,1,1.10E+03,3004120000000
 2s ,5,3, 4s ,3,1,1.10E+03,1034740000000
 2s ,5,3, 4d ,1,1,1.10E+03,119602000000
 2s ,3,3, 2s ,3,2,1.27E-01,0.00224146
 2s ,3,3, 2s ,5,2,1.28E-01,0.000547174
 2s ,3,3, 2s ,7,1,1.69E-01,2.20342E-07
 2s ,3,3, 2s ,5,1,1.69E-01,3.20972E-05
 2s ,3,3, 2s ,3,1,1.69E-01,5.76373E-05
 2s ,3,3, 2s ,1,1,1.69E-01,1.62365E-05
 2s ,3,3, 2p ,1,4,1.47E+02,6494310000
 2s ,3,3, 2p ,3,7,1.47E+02,5783910000
 2s ,3,3, 2p ,5,7,1.47E+02,19645700000
 2s ,3,3, 2p ,3,6,1.48E+02,9825390000
 2s ,3,3, 2p ,7,4,1.48E+02,0.000172141
 2s ,3,3, 2p ,5,6,1.48E+02,8622460000
 2s ,3,3, 2p ,3,5,1.48E+02,218507000
 2s ,3,3, 2p ,5,5,1.48E+02,404747000
 2s ,3,3, 2p ,5,4,1.68E+02,37428200000
 2s ,3,3, 2p ,3,4,1.68E+02,41627800000
 2s ,3,3, 2p ,7,3,1.68E+02,236.756
 2s ,3,3, 2p ,1,3,1.68E+02,27779700000
 2s ,3,3, 2p ,3,3,1.68E+02,6194080000
 2s ,3,3, 2p ,5,3,1.68E+02,30995300000
